fecha,habitacion_id,planta,sector,tipo_habitacion,noches_estancia,nacionalidad,num_huespedes,tiene_ninos,segmento,dia_semana,mes,is_checkout,late_checkout,tiempo_estimado,tiempo_real,incidencia_camarera,opinion_cliente,sentimiento_nlp
2025-08-03,813,8,bajo,doble_estandar,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,306,3,bajo,doble_estandar,2,España,1,False,Business,6,8,1,1,,,,,
2025-08-03,1012,10,bajo,doble_estandar,3,Alemania,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,1313,13,bajo,doble_estandar,5,España,3,False,Familia,6,8,0,0,,,,,
2025-08-03,4402,44,alto,suite,3,España,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,1810,18,medio,doble_superior,2,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,1505,15,bajo,doble_estandar,5,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2808,28,medio,doble_superior,1,USA,1,False,Business,6,8,1,0,,,,,
2025-08-03,204,2,bajo,doble_estandar,2,Alemania,3,False,Business,6,8,0,0,,,,,
2025-08-03,1205,12,bajo,doble_estandar,5,Reino Unido,2,False,Pareja,6,8,1,1,,,,,
2025-08-03,1515,15,bajo,doble_superior,3,Alemania,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,3403,34,alto,suite,2,Reino Unido,3,True,Familia,6,8,0,0,,,,,
2025-08-03,3003,30,medio,doble_superior,1,Francia,1,False,Business,6,8,0,0,,,,,
2025-08-03,1901,19,medio,doble_superior,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,605,6,bajo,doble_estandar,3,Francia,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1417,14,bajo,doble_superior,7,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,918,9,bajo,doble_superior,1,España,1,False,Business,6,8,0,0,,,,,
2025-08-03,3602,36,alto,suite,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,1602,16,medio,doble_superior,3,USA,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1902,19,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,509,5,bajo,doble_estandar,1,Alemania,1,False,Business,6,8,1,0,,,,,
2025-08-03,2303,23,medio,doble_superior,5,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1115,11,bajo,doble_superior,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,404,4,bajo,doble_estandar,1,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,1401,14,bajo,doble_estandar,3,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,914,9,bajo,doble_estandar,3,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,4103,41,alto,suite,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1804,18,medio,doble_superior,3,USA,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3402,34,alto,suite,2,Alemania,3,True,VIP,6,8,0,0,,,,,
2025-08-03,604,6,bajo,doble_estandar,2,Francia,1,False,Business,6,8,0,0,,,,,
2025-08-03,3004,30,medio,doble_superior,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,517,5,bajo,doble_superior,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,205,2,bajo,doble_estandar,1,Alemania,2,True,Familia,6,8,1,0,,,,,
2025-08-03,1103,11,bajo,doble_estandar,10,España,2,True,Familia,6,8,0,0,,,,,
2025-08-03,3603,36,alto,suite,3,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1203,12,bajo,doble_estandar,2,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,803,8,bajo,doble_estandar,1,Alemania,1,True,Familia,6,8,1,0,,,,,
2025-08-03,2604,26,medio,doble_superior,7,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,3703,37,alto,suite,1,USA,2,False,VIP,6,8,1,1,,,,,
2025-08-03,218,2,bajo,doble_superior,5,España,3,False,Familia,6,8,0,0,,,,,
2025-08-03,2902,29,medio,doble_superior,4,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,4602,46,alto,suite,1,Alemania,2,False,VIP,6,8,1,1,,,,,
2025-08-03,1414,14,bajo,doble_estandar,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,310,3,bajo,doble_estandar,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,409,4,bajo,doble_estandar,4,Alemania,3,True,Familia,6,8,0,0,,,,,
2025-08-03,2207,22,medio,doble_superior,3,Reino Unido,1,True,Familia,6,8,0,0,,,,,
2025-08-03,602,6,bajo,doble_estandar,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,2508,25,medio,doble_superior,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,4002,40,alto,suite,3,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,2607,26,medio,doble_superior,7,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2410,24,medio,doble_superior,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,906,9,bajo,doble_estandar,1,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,1511,15,bajo,doble_estandar,2,Alemania,2,True,Familia,6,8,1,1,,,,,
2025-08-03,1418,14,bajo,doble_superior,1,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,1218,12,bajo,doble_superior,4,Alemania,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,403,4,bajo,doble_estandar,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,2702,27,medio,doble_superior,4,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2603,26,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,1412,14,bajo,doble_estandar,2,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,903,9,bajo,doble_estandar,3,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,502,5,bajo,doble_estandar,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,2609,26,medio,doble_superior,2,Francia,2,False,Business,6,8,0,0,,,,,
2025-08-03,1310,13,bajo,doble_estandar,7,USA,2,False,Pareja,6,8,1,1,,,,,
2025-08-03,802,8,bajo,doble_estandar,4,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2904,29,medio,doble_superior,7,Reino Unido,3,True,Familia,6,8,0,0,,,,,
2025-08-03,315,3,bajo,doble_superior,7,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3008,30,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,2402,24,medio,doble_superior,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,305,3,bajo,doble_estandar,3,USA,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,1109,11,bajo,doble_estandar,4,Francia,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2204,22,medio,doble_superior,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,1015,10,bajo,doble_superior,7,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,217,2,bajo,doble_superior,1,Reino Unido,3,False,Business,6,8,0,0,,,,,
2025-08-03,511,5,bajo,doble_estandar,7,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1416,14,bajo,doble_superior,3,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3803,38,alto,suite,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,4101,41,alto,suite,4,Francia,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,818,8,bajo,doble_superior,1,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,3503,35,alto,suite,4,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,210,2,bajo,doble_estandar,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,718,7,bajo,doble_superior,1,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,2108,21,medio,doble_superior,10,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2505,25,medio,doble_superior,1,USA,2,False,Business,6,8,1,0,,,,,
2025-08-03,3007,30,medio,doble_superior,2,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,1502,15,bajo,doble_estandar,10,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2405,24,medio,doble_superior,3,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2209,22,medio,doble_superior,1,Reino Unido,3,False,Business,6,8,1,0,,,,,
2025-08-03,1308,13,bajo,doble_estandar,2,Reino Unido,3,False,Business,6,8,1,0,,,,,
2025-08-03,516,5,bajo,doble_superior,2,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,212,2,bajo,doble_estandar,7,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,804,8,bajo,doble_estandar,5,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,716,7,bajo,doble_superior,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1518,15,bajo,doble_superior,1,Alemania,1,False,Business,6,8,1,0,,,,,
2025-08-03,2102,21,medio,doble_superior,1,Alemania,3,False,Business,6,8,1,0,,,,,
2025-08-03,208,2,bajo,doble_estandar,10,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1212,12,bajo,doble_estandar,5,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1101,11,bajo,doble_estandar,1,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,2302,23,medio,doble_superior,7,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,810,8,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,713,7,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,1303,13,bajo,doble_estandar,10,USA,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2710,27,medio,doble_superior,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,1408,14,bajo,doble_estandar,4,Francia,3,False,Familia,6,8,0,0,,,,,
2025-08-03,318,3,bajo,doble_superior,4,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3501,35,alto,suite,3,Reino Unido,3,False,Familia,6,8,0,0,,,,,
2025-08-03,4301,43,alto,suite,3,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,807,8,bajo,doble_estandar,4,Francia,3,False,Familia,6,8,1,1,,,,,
2025-08-03,809,8,bajo,doble_estandar,3,Francia,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1512,15,bajo,doble_estandar,4,España,3,False,Familia,6,8,0,0,,,,,
2025-08-03,907,9,bajo,doble_estandar,1,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,415,4,bajo,doble_superior,2,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,1204,12,bajo,doble_estandar,3,Reino Unido,1,True,Familia,6,8,0,0,,,,,
2025-08-03,307,3,bajo,doble_estandar,3,España,2,True,Familia,6,8,0,0,,,,,
2025-08-03,4401,44,alto,suite,1,Francia,1,False,Business,6,8,1,1,,,,,
2025-08-03,2706,27,medio,doble_superior,1,Francia,1,False,Business,6,8,1,0,,,,,
2025-08-03,911,9,bajo,doble_estandar,1,España,3,False,Business,6,8,1,0,,,,,
2025-08-03,1803,18,medio,doble_superior,2,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,401,4,bajo,doble_estandar,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,2804,28,medio,doble_superior,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,2109,21,medio,doble_superior,4,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2201,22,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,2507,25,medio,doble_superior,2,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,1907,19,medio,doble_superior,10,USA,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,303,3,bajo,doble_estandar,10,USA,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,905,9,bajo,doble_estandar,10,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2409,24,medio,doble_superior,4,España,1,False,Turismo,6,8,1,1,,,,,
2025-08-03,1217,12,bajo,doble_superior,2,Reino Unido,3,True,Familia,6,8,0,0,,,,,
2025-08-03,501,5,bajo,doble_estandar,10,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3010,30,medio,doble_superior,4,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,316,3,bajo,doble_superior,5,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1503,15,bajo,doble_estandar,2,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,1805,18,medio,doble_superior,2,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,915,9,bajo,doble_superior,5,Reino Unido,2,True,Familia,6,8,0,0,,,,,
2025-08-03,513,5,bajo,doble_estandar,2,Reino Unido,1,False,Business,6,8,0,0,,,,,
2025-08-03,3202,32,alto,suite,3,Reino Unido,2,True,Familia,6,8,0,0,,,,,
2025-08-03,407,4,bajo,doble_estandar,5,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1710,17,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,3601,36,alto,suite,3,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1003,10,bajo,doble_estandar,7,Francia,1,True,Familia,6,8,0,0,,,,,
2025-08-03,2009,20,medio,doble_superior,2,Alemania,1,False,Business,6,8,1,0,,,,,
2025-08-03,1601,16,medio,doble_superior,3,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2407,24,medio,doble_superior,4,Reino Unido,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,1406,14,bajo,doble_estandar,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,2805,28,medio,doble_superior,2,Francia,1,False,Business,6,8,0,0,,,,,
2025-08-03,4801,48,alto,suite,5,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,5102,51,alto,suite,3,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,1501,15,bajo,doble_estandar,1,Alemania,1,True,Familia,6,8,1,1,,,,,
2025-08-03,1110,11,bajo,doble_estandar,7,Reino Unido,2,True,Familia,6,8,0,0,,,,,
2025-08-03,4102,41,alto,suite,4,Reino Unido,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,3005,30,medio,doble_superior,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,2110,21,medio,doble_superior,4,Francia,1,True,Familia,6,8,1,1,,,,,
2025-08-03,1004,10,bajo,doble_estandar,5,Francia,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1904,19,medio,doble_superior,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,1213,12,bajo,doble_estandar,4,Reino Unido,1,True,Familia,6,8,0,0,,,,,
2025-08-03,1702,17,medio,doble_superior,4,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,808,8,bajo,doble_estandar,4,Francia,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,618,6,bajo,doble_superior,1,Francia,1,False,Business,6,8,0,0,,,,,
2025-08-03,2104,21,medio,doble_superior,10,Reino Unido,2,True,Familia,6,8,0,0,,,,,
2025-08-03,2310,23,medio,doble_superior,1,USA,2,False,Business,6,8,1,0,,,,,
2025-08-03,2901,29,medio,doble_superior,7,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2307,23,medio,doble_superior,3,Reino Unido,2,False,Pareja,6,8,1,1,,,,,
2025-08-03,902,9,bajo,doble_estandar,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,1508,15,bajo,doble_estandar,2,Reino Unido,2,False,Business,6,8,1,1,,,,,
2025-08-03,815,8,bajo,doble_superior,3,España,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,1209,12,bajo,doble_estandar,10,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1315,13,bajo,doble_superior,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,211,2,bajo,doble_estandar,2,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,514,5,bajo,doble_estandar,7,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,313,3,bajo,doble_estandar,1,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,609,6,bajo,doble_estandar,4,Reino Unido,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,1008,10,bajo,doble_estandar,4,Francia,1,False,Turismo,6,8,1,1,,,,,
2025-08-03,1507,15,bajo,doble_estandar,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,2709,27,medio,doble_superior,2,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,1807,18,medio,doble_superior,3,Reino Unido,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,1305,13,bajo,doble_estandar,2,Francia,2,False,Business,6,8,0,0,,,,,
2025-08-03,2006,20,medio,doble_superior,3,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,601,6,bajo,doble_estandar,2,España,1,False,Business,6,8,0,0,,,,,
2025-08-03,3002,30,medio,doble_superior,1,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,2809,28,medio,doble_superior,1,USA,2,False,Business,6,8,1,0,,,,,
2025-08-03,1517,15,bajo,doble_superior,4,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1610,16,medio,doble_superior,1,España,1,True,Familia,6,8,0,0,,,,,
2025-08-03,201,2,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,1112,11,bajo,doble_estandar,5,Alemania,3,False,Familia,6,8,0,0,,,,,
2025-08-03,1317,13,bajo,doble_superior,4,Francia,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,1608,16,medio,doble_superior,4,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,2010,20,medio,doble_superior,3,Francia,3,True,Familia,6,8,0,0,,,,,
2025-08-03,518,5,bajo,doble_superior,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,1202,12,bajo,doble_estandar,2,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,1709,17,medio,doble_superior,7,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,411,4,bajo,doble_estandar,1,Alemania,1,False,Business,6,8,1,0,,,,,
2025-08-03,908,9,bajo,doble_estandar,2,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,505,5,bajo,doble_estandar,3,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,4502,45,alto,suite,1,Francia,1,False,Business,6,8,1,0,,,,,
2025-08-03,2510,25,medio,doble_superior,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1407,14,bajo,doble_estandar,2,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,1016,10,bajo,doble_superior,3,Alemania,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1410,14,bajo,doble_estandar,4,Reino Unido,3,True,Familia,6,8,0,0,,,,,
2025-08-03,5002,50,alto,suite,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,2210,22,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,1116,11,bajo,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,2105,21,medio,doble_superior,10,Reino Unido,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,3801,38,alto,suite,2,Francia,3,False,Business,6,8,0,0,,,,,
2025-08-03,4302,43,alto,suite,3,Reino Unido,4,True,Familia,6,8,0,0,,,,,
2025-08-03,406,4,bajo,doble_estandar,1,Alemania,2,False,Business,6,8,1,0,,,,,
2025-08-03,702,7,bajo,doble_estandar,2,Reino Unido,3,True,Familia,6,8,0,0,,,,,
2025-08-03,508,5,bajo,doble_estandar,4,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1214,12,bajo,doble_estandar,3,España,1,False,Turismo,6,8,1,1,,,,,
2025-08-03,2403,24,medio,doble_superior,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,1411,14,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1013,10,bajo,doble_estandar,3,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,917,9,bajo,doble_superior,3,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1215,12,bajo,doble_superior,3,España,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,1307,13,bajo,doble_estandar,1,Reino Unido,3,False,Business,6,8,1,0,,,,,
2025-08-03,2503,25,medio,doble_superior,2,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,2404,24,medio,doble_superior,1,Francia,1,False,Business,6,8,1,0,,,,,
2025-08-03,1801,18,medio,doble_superior,3,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1111,11,bajo,doble_estandar,1,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,1107,11,bajo,doble_estandar,4,Reino Unido,1,False,Turismo,6,8,1,1,,,,,
2025-08-03,1908,19,medio,doble_superior,2,España,1,False,Business,6,8,1,0,,,,,
2025-08-03,1701,17,medio,doble_superior,3,Alemania,1,False,Turismo,6,8,1,0,,,,,
2025-08-03,418,4,bajo,doble_superior,1,España,3,True,Familia,6,8,0,0,,,,,
2025-08-03,507,5,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,703,7,bajo,doble_estandar,1,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,2408,24,medio,doble_superior,1,Alemania,2,False,Business,6,8,1,1,,,,,
2025-08-03,3301,33,alto,suite,10,Reino Unido,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,4701,47,alto,suite,1,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,3103,31,alto,suite,2,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,4902,49,alto,suite,1,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,1808,18,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1106,11,bajo,doble_estandar,2,Alemania,2,False,Business,6,8,0,0,,,,,
2025-08-03,207,2,bajo,doble_estandar,1,Alemania,1,True,Familia,6,8,1,1,,,,,
2025-08-03,506,5,bajo,doble_estandar,2,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,1010,10,bajo,doble_estandar,2,España,3,True,Familia,6,8,1,1,,,,,
2025-08-03,1318,13,bajo,doble_superior,2,Francia,3,False,Business,6,8,0,0,,,,,
2025-08-03,2810,28,medio,doble_superior,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,1210,12,bajo,doble_estandar,1,Francia,2,False,Business,6,8,1,0,,,,,
2025-08-03,1510,15,bajo,doble_estandar,2,España,2,False,Business,6,8,0,0,,,,,
2025-08-03,510,5,bajo,doble_estandar,1,Francia,3,False,Business,6,8,1,0,,,,,
2025-08-03,2703,27,medio,doble_superior,5,Reino Unido,2,False,Pareja,6,8,1,0,,,,,
2025-08-03,711,7,bajo,doble_estandar,2,Francia,2,False,Business,6,8,0,0,,,,,
2025-08-03,417,4,bajo,doble_superior,2,España,3,False,Business,6,8,0,0,,,,,
2025-08-03,806,8,bajo,doble_estandar,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,2803,28,medio,doble_superior,3,Reino Unido,2,False,Pareja,6,8,1,1,,,,,
2025-08-03,2504,25,medio,doble_superior,3,España,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,1609,16,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,216,2,bajo,doble_superior,2,España,1,False,Business,6,8,0,0,,,,,
2025-08-03,612,6,bajo,doble_estandar,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,701,7,bajo,doble_estandar,1,España,2,False,Business,6,8,1,0,,,,,
2025-08-03,1306,13,bajo,doble_estandar,7,Alemania,1,False,Turismo,6,8,0,0,,,,,
2025-08-03,2605,26,medio,doble_superior,7,Alemania,2,False,Pareja,6,8,0,0,,,,,
2025-08-03,801,8,bajo,doble_estandar,1,Francia,2,False,Business,6,8,1,1,,,,,
2025-08-03,1208,12,bajo,doble_estandar,2,Reino Unido,1,False,Business,6,8,1,0,,,,,
2025-08-03,2708,27,medio,doble_superior,1,Reino Unido,2,False,Business,6,8,1,0,,,,,
2025-08-03,504,5,bajo,doble_estandar,2,Reino Unido,2,False,Business,6,8,0,0,,,,,
2025-08-03,1607,16,medio,doble_superior,7,Alemania,2,False,Pareja,6,8,0,0,,,,,
